set,epoch,mean_running_loss,std_running_loss,mse,mae,cs_0,cs_25
train,0,1894442.3076923077,109200.19278817205,1894550.7265966753,1374.2716535433071,0.0,0.0
eval,0,1714873.9725609757,40828.4811198195,1714729.8499234302,1307.7825421133232,0.0,0.0
train,1,1561570.2823426574,98534.32245791586,1561656.032808399,1247.1062992125985,0.0,0.0
eval,1,1399325.0914634147,38471.34106242967,1399446.7886676877,1180.7580398162327,0.0,0.0
